Michael Wheeler:POK_lOv, POK_wDe, POK_ZYd:Derrota:Event_8/1/4:si
Alison Kennedy:POK_ifR, POK_mqu, POK_rMM:Derrota:Event_3/5/0:no
Jeffrey Silva:POK_ufR, POK_nJk, POK_VGV:Derrota:Event_9/7/6:si
Brian Hoffman:POK_Kvn, POK_Ymy, POK_Yed:Derrota:Event_8/6/3:si
Nicholas Smith:POK_SgP, POK_dKY, POK_EKl:Derrota:Event_1/7/2:no
David Oconnell:POK_JGm, POK_XEN, POK_CqA:Derrota:Event_1/9/3:si
Maria Ward:POK_JWg, POK_gMJ, POK_hqw:Derrota:Event_3/4/9:si
Dwayne Anderson:POK_PVm, POK_Saj, POK_rgb:Derrota:Event_0/0/0:no
Kevin Huff:POK_PME, POK_Ujy, POK_KBS:Derrota:Event_0/5/3:si
Michael Pierce:POK_GQE, POK_QAA, POK_BrJ:Victoria:Event_7/7/2:si
Lawrence Dunn:POK_iLJ, POK_FsN, POK_IqY:Derrota:Event_7/3/5:si
James Howell:POK_KAb, POK_jdi, POK_nPT:Victoria:Event_2/0/3:si
Megan Phillips:POK_HCs, POK_nKY, POK_smJ:Derrota:Event_4/4/3:no
Anthony Conway:POK_xyy, POK_IoO, POK_VqZ:Victoria:Event_2/9/5:no
Lisa Leonard:POK_aaA, POK_xBg, POK_zec:Victoria:Event_4/3/6:si
Vanessa Fischer:POK_yzl, POK_oPH, POK_qnN:Victoria:Event_0/4/6:si
Lisa Stevens:POK_fXS, POK_sSp, POK_yLd:Derrota:Event_9/5/9:no
Matthew Howard:POK_znj, POK_nSU, POK_reB:Victoria:Event_3/4/8:no
Tracy Duncan:POK_eUy, POK_Xpk, POK_JpI:Victoria:Event_6/1/0:no
Dale Graham:POK_hFm, POK_AWX, POK_kYd:Victoria:Event_6/2/4:si
Debra Mckinney:POK_unx, POK_hes, POK_Zqo:Derrota:Event_7/3/4:no
Martin Bruce:POK_Drx, POK_KqL, POK_mKq:Victoria:Event_9/0/1:si
Debra Delacruz:POK_JOF, POK_ZhV, POK_VJs:Victoria:Event_7/1/6:si
Jonathan Harris:POK_Gps, POK_hKw, POK_Vml:Victoria:Event_1/2/2:si
Tom Phelps:POK_ntk, POK_rOU, POK_WOe:Victoria:Event_1/6/7:no
Elizabeth Smith:POK_wWd, POK_EuD, POK_TcC:Derrota:Event_4/5/7:no
John Graham:POK_UOQ, POK_niX, POK_HHq:Victoria:Event_2/4/9:si
Roger Norman:POK_GAs, POK_srx, POK_HhI:Victoria:Event_3/2/9:no
Michael Miller:POK_oVN, POK_ZIt, POK_bbR:Victoria:Event_9/4/3:si
Tyler Fisher:POK_Kgl, POK_Rmf, POK_OdJ:Victoria:Event_2/5/8:no
Brittney Gibbs:POK_yId, POK_pwY, POK_cDl:Derrota:Event_9/4/4:si
Joseph Small:POK_rsd, POK_vmO, POK_sWv:Derrota:Event_1/2/0:si
Mr. Daniel Bishop:POK_QUz, POK_lGc, POK_HSA:Victoria:Event_1/1/0:no
Chelsea Wilcox:POK_SFV, POK_AYt, POK_WXU:Victoria:Event_1/3/9:no
Chad Durham:POK_EpC, POK_KPL, POK_GJA:Derrota:Event_3/2/7:no
Alyssa Luna:POK_eKI, POK_Gok, POK_ZHc:Derrota:Event_7/4/5:si
Luis Smith:POK_EFf, POK_aWJ, POK_TJz:Victoria:Event_1/1/3:si
David Lopez:POK_Oct, POK_tfN, POK_lRL:Derrota:Event_3/2/6:si
James Thornton:POK_Dfv, POK_sqC, POK_gIF:Victoria:Event_0/2/7:si
Ashley Gallegos:POK_NRA, POK_dga, POK_OgX:Victoria:Event_1/8/0:si
Michael Lawrence:POK_Mif, POK_mKO, POK_XyN:Derrota:Event_4/1/0:si
David Barnes:POK_xnl, POK_vXp, POK_QGZ:Victoria:Event_9/6/4:si
Kathleen Owen:POK_pjr, POK_ljG, POK_kkP:Victoria:Event_0/6/3:no
Matthew Johnson:POK_leV, POK_Ahj, POK_KAz:Victoria:Event_2/8/0:si
Victoria Sharp:POK_ypD, POK_heh, POK_EHi:Derrota:Event_7/8/8:no
Jonathan Rodriguez:POK_lIn, POK_FxN, POK_dDv:Victoria:Event_5/5/5:no
Jesus Meadows:POK_ALG, POK_SMG, POK_YXA:Derrota:Event_1/4/0:no
Peter Jones:POK_eMq, POK_szN, POK_ern:Victoria:Event_7/6/7:si
Michael Davis:POK_bqc, POK_uuU, POK_XXL:Victoria:Event_1/1/4:si
Sarah Green:POK_YuE, POK_Shk, POK_RAk:Derrota:Event_2/0/6:si
Cynthia Spears:POK_mLp, POK_DPP, POK_ich:Victoria:Event_9/6/7:no
Sharon Murray:POK_ORs, POK_LkC, POK_ppT:Derrota:Event_6/2/6:no
Kayla Christensen:POK_ugw, POK_pNc, POK_OSK:Victoria:Event_5/4/3:si
Cheryl Lewis:POK_LfH, POK_sXf, POK_SWr:Victoria:Event_0/7/2:si
David White:POK_wyd, POK_Rsh, POK_kWY:Victoria:Event_7/5/8:no
Joshua Cobb:POK_wFf, POK_SHk, POK_FIn:Derrota:Event_9/3/3:no
Mitchell Martin:POK_oRV, POK_ivj, POK_fFC:Derrota:Event_9/0/5:si
Jeanette Hansen:POK_asB, POK_iGt, POK_sjv:Victoria:Event_0/1/8:si
Donald Heath:POK_WRD, POK_PWZ, POK_Ycz:Derrota:Event_9/6/0:no
John Wright:POK_oCJ, POK_KJE, POK_uDx:Victoria:Event_1/2/5:si
Debra Velazquez:POK_EBM, POK_ZeU, POK_vYW:Victoria:Event_4/6/6:no
Joshua Taylor:POK_rvK, POK_sKt, POK_vHA:Victoria:Event_1/9/7:si
Melanie Logan:POK_ECM, POK_Mqb, POK_XkH:Victoria:Event_3/8/0:si
Jonathan Hunter:POK_xEB, POK_sYl, POK_nnk:Derrota:Event_2/4/5:no
Yolanda Kirby:POK_bMF, POK_xai, POK_Efb:Victoria:Event_9/8/5:no
Ashley Miller:POK_KuN, POK_lIN, POK_VgH:Derrota:Event_4/3/3:no
Adrienne Cox:POK_zQt, POK_OWf, POK_Vvc:Derrota:Event_0/0/8:no
Jason Henry:POK_xAJ, POK_GWd, POK_FeY:Derrota:Event_7/4/6:si
Kevin Adams:POK_Efp, POK_Yfd, POK_rWz:Derrota:Event_5/9/5:no
Megan Jackson:POK_lrF, POK_Pwg, POK_jfM:Derrota:Event_3/8/9:no
Holly Long:POK_Sds, POK_WWV, POK_ejs:Victoria:Event_6/8/5:si
Robert Barker:POK_qjq, POK_YBj, POK_cXI:Derrota:Event_1/5/1:no
Joe Lewis:POK_nrO, POK_sgs, POK_PgU:Derrota:Event_3/3/1:si
Rebecca Reese:POK_uMu, POK_VHC, POK_iiG:Derrota:Event_1/7/5:si
Charles Hunt:POK_Cnf, POK_Bwc, POK_vhZ:Derrota:Event_9/3/5:si
Kylie Nguyen:POK_LsN, POK_hci, POK_vND:Victoria:Event_0/7/3:no
Deanna Garrett:POK_cpZ, POK_gmV, POK_xzY:Victoria:Event_8/3/3:si
Danielle Moreno:POK_JUd, POK_wfV, POK_hfD:Victoria:Event_8/2/7:si
Eric Carter:POK_cgi, POK_wIF, POK_uLY:Victoria:Event_8/4/2:si
Joshua Smith:POK_uON, POK_VID, POK_kPy:Victoria:Event_0/5/6:no
Gary Elliott:POK_mbw, POK_sZl, POK_Nfa:Victoria:Event_8/4/9:no
Adam Burke:POK_YiJ, POK_VNt, POK_PwC:Victoria:Event_7/9/4:no
Joshua Yoder:POK_nWK, POK_YQt, POK_HgW:Derrota:Event_4/3/1:si
Valerie Morris:POK_OlT, POK_lAJ, POK_EXe:Derrota:Event_8/8/4:no
Amy Rose:POK_KOi, POK_oWF, POK_WhI:Derrota:Event_1/2/9:no
John Hammond:POK_Hzo, POK_ubu, POK_DNi:Derrota:Event_8/2/8:no
James Harris:POK_bUo, POK_hAv, POK_aAz:Victoria:Event_2/7/8:si
Wendy Carr:POK_wnx, POK_lnE, POK_dqS:Derrota:Event_7/6/9:si
Alexander Clark:POK_akd, POK_QiP, POK_XdK:Victoria:Event_0/0/8:no
Jessica Olson:POK_Fvv, POK_taX, POK_QUk:Derrota:Event_6/1/8:no
Michael Torres:POK_mpV, POK_nYV, POK_kBl:Victoria:Event_6/2/4:si
Matthew Mason:POK_ulE, POK_SGO, POK_FJM:Derrota:Event_1/9/5:no
Timothy Aguilar:POK_PNz, POK_aPa, POK_egm:Victoria:Event_3/7/3:si
Maria Fuentes:POK_oXA, POK_Ult, POK_kCY:Victoria:Event_9/7/2:no
Mrs. Mary Boone:POK_uKL, POK_QLx, POK_Mhw:Victoria:Event_2/0/1:no
Raymond Roberson:POK_cER, POK_NCb, POK_OHV:Victoria:Event_8/3/9:si
Derrick Wright:POK_fwI, POK_ZpJ, POK_AVo:Derrota:Event_1/5/0:si
Kimberly Sampson DDS:POK_psw, POK_oxp, POK_Wge:Derrota:Event_5/3/2:no
James Smith:POK_Ifs, POK_rEc, POK_Zrg:Victoria:Event_1/1/0:si
Kevin Riley:POK_XAJ, POK_MzZ, POK_Fps:Derrota:Event_4/8/6:si
Jeremy Crawford:POK_ttv, POK_qyn, POK_IjM:Victoria:Event_5/0/0:no
Peter Sullivan:POK_Xzr, POK_unZ, POK_LHX:Derrota:Event_2/5/5:no
Elizabeth Edwards:POK_aSG, POK_IPE, POK_Sin:Derrota:Event_2/7/0:si
Richard Gonzalez:POK_rda, POK_HWO, POK_ddu:Victoria:Event_1/1/3:si
James Esparza:POK_BqZ, POK_GeP, POK_gMX:Victoria:Event_4/4/0:no
Nancy Schmitt:POK_PZK, POK_uLB, POK_qcp:Victoria:Event_7/4/8:si
Wendy Williams:POK_hbq, POK_vrN, POK_gpg:Derrota:Event_0/2/8:si
Keith Bryan:POK_rbJ, POK_DDM, POK_EyQ:Derrota:Event_7/6/7:no
Christopher Stevens:POK_xCP, POK_LIr, POK_tOf:Victoria:Event_3/0/1:si
Erik Armstrong:POK_Aot, POK_AZj, POK_yNr:Derrota:Event_8/7/1:si
Ronald Newman:POK_TFH, POK_bTv, POK_XXq:Victoria:Event_9/5/6:no
Matthew Gonzalez:POK_rWz, POK_ymq, POK_mjd:Victoria:Event_8/7/7:si
Jerry Ochoa:POK_Fhn, POK_LHt, POK_sCx:Derrota:Event_9/5/0:no
Brandon Espinoza:POK_vOr, POK_poB, POK_ZyT:Victoria:Event_8/1/3:si
Michael Johnson:POK_GXD, POK_HAo, POK_EyI:Derrota:Event_0/4/0:no
Nicholas Tucker:POK_dgT, POK_ysz, POK_hNP:Derrota:Event_4/1/0:no
Bryan Reynolds:POK_upE, POK_LFG, POK_NEL:Victoria:Event_4/4/3:si
Tyler Thomas:POK_xrG, POK_Cbi, POK_hmV:Derrota:Event_1/9/9:no
Natasha Baker:POK_Vnc, POK_FWU, POK_DRv:Victoria:Event_1/2/0:no
Mitchell Rivera:POK_fLs, POK_xQb, POK_Mwb:Victoria:Event_2/4/5:no
Ashley Shepherd:POK_zxB, POK_yGt, POK_tVY:Derrota:Event_8/3/3:si
Shannon Hebert:POK_cVc, POK_MNL, POK_gof:Victoria:Event_6/0/5:si
William Tanner:POK_QQk, POK_uiD, POK_lWI:Victoria:Event_2/7/1:no
Kenneth Bishop:POK_EBM, POK_WEp, POK_ebZ:Victoria:Event_8/8/9:si
Amanda Rodriguez:POK_Djm, POK_SJU, POK_dMm:Derrota:Event_9/9/8:no
Lisa Rogers:POK_tFf, POK_hBa, POK_fBc:Derrota:Event_6/2/8:no
Mary Bryant:POK_ApV, POK_CpQ, POK_bVL:Victoria:Event_0/1/0:si
Brittany Mora:POK_yuz, POK_ANN, POK_xuh:Derrota:Event_4/8/6:no
Kevin Ramos:POK_BQF, POK_jcT, POK_xLy:Derrota:Event_0/0/1:si
Margaret Simmons:POK_xnb, POK_cEY, POK_rhg:Derrota:Event_2/8/1:no
Rebecca Reynolds:POK_iPH, POK_NbS, POK_weR:Derrota:Event_7/2/1:si
Jasmine Edwards:POK_CBZ, POK_JQF, POK_YGc:Derrota:Event_7/5/4:si
Alexander Stevens:POK_bAm, POK_mHY, POK_Syd:Derrota:Event_7/2/6:no
Deborah Foster:POK_pzn, POK_MAg, POK_ztt:Victoria:Event_4/1/8:no
Gina Hoffman:POK_FRJ, POK_rXw, POK_meE:Victoria:Event_1/2/7:si
Mark Ramirez:POK_IcD, POK_ATo, POK_kkU:Victoria:Event_8/1/9:no
Christopher Moore:POK_XTh, POK_dLK, POK_nwY:Victoria:Event_7/2/7:no
Michael Moreno:POK_NYu, POK_URu, POK_Knx:Derrota:Event_7/9/4:si
Dr. Warren Young DVM:POK_pnw, POK_NzY, POK_oSl:Victoria:Event_2/9/3:no
Thomas Morrison:POK_cSi, POK_doK, POK_Bdl:Derrota:Event_7/0/8:no
Dawn Mcdonald:POK_klD, POK_aMm, POK_mdi:Derrota:Event_3/3/8:no
Samantha Gillespie:POK_xyt, POK_guK, POK_cbu:Victoria:Event_5/4/3:no
Stephanie Allison:POK_Kzw, POK_OZc, POK_bGK:Derrota:Event_4/9/9:no
Steven Dominguez:POK_sSM, POK_pMd, POK_HXC:Derrota:Event_1/3/3:no
Patrick Rogers:POK_Ily, POK_fqG, POK_ywV:Victoria:Event_6/4/5:no
James Rose:POK_Zyc, POK_RYu, POK_psw:Derrota:Event_6/4/4:no
Brian Blake:POK_PdT, POK_Rvo, POK_ZPO:Derrota:Event_1/7/2:no
Krystal Wong:POK_tXK, POK_fag, POK_SvY:Victoria:Event_4/8/6:no
Courtney Reeves:POK_ifI, POK_Ebe, POK_ttf:Victoria:Event_0/4/8:no
Frank Morris:POK_Mve, POK_fIC, POK_Ktt:Victoria:Event_0/6/9:si
Antonio Sims:POK_vGm, POK_UAX, POK_SAC:Derrota:Event_6/8/0:no
Kristopher Delgado:POK_blW, POK_btB, POK_Bem:Derrota:Event_4/6/5:si
Patrick Wang:POK_PrZ, POK_fsE, POK_hVX:Victoria:Event_6/8/6:no
Krystal Todd:POK_BTt, POK_rdW, POK_wSo:Victoria:Event_8/1/3:no
April Smith:POK_VEA, POK_apP, POK_gIp:Derrota:Event_6/1/8:no
Jeffrey Morrison:POK_jEc, POK_EeH, POK_JrX:Derrota:Event_7/4/8:si
Todd Atkins:POK_Wtm, POK_KBe, POK_YWo:Victoria:Event_4/1/0:si
Laura Robinson:POK_ZMJ, POK_pBX, POK_LjD:Victoria:Event_0/7/2:si
Holly Jones:POK_nbf, POK_hqq, POK_tvS:Victoria:Event_1/4/1:si
Jeffrey Simpson:POK_nba, POK_oGQ, POK_vgt:Victoria:Event_1/5/6:si
Jason Lewis:POK_sKt, POK_Ykf, POK_akD:Victoria:Event_1/3/0:no
Melissa Phillips:POK_SPF, POK_aJJ, POK_rBR:Derrota:Event_3/0/5:si
Teresa Brown:POK_sJB, POK_YHN, POK_YlA:Derrota:Event_6/8/2:si
Ashley Mann:POK_DSx, POK_nix, POK_luG:Derrota:Event_0/4/1:no
John Reynolds:POK_FET, POK_zML, POK_rhv:Derrota:Event_3/9/1:no
Kelly Wade:POK_Cbk, POK_wzv, POK_Dth:Victoria:Event_7/0/6:si
Jacqueline Munoz:POK_ktF, POK_ubr, POK_QZf:Derrota:Event_9/1/1:si
Eric Turner DDS:POK_CVC, POK_FUq, POK_lAB:Derrota:Event_6/0/2:no
Jennifer Johnson:POK_JIi, POK_iEB, POK_bmj:Derrota:Event_9/4/4:no
Todd Summers:POK_ATz, POK_CFx, POK_bFc:Derrota:Event_5/1/3:no
Raymond Castillo:POK_oAl, POK_BGi, POK_uLt:Derrota:Event_4/8/9:no
Amy Jones:POK_gfN, POK_WKH, POK_HVx:Derrota:Event_8/7/6:si
Tina Ochoa:POK_Zin, POK_VUP, POK_kPa:Victoria:Event_8/6/0:si
Jeremy Rivera:POK_fuF, POK_McO, POK_YJY:Victoria:Event_3/5/4:no
Haley Buchanan:POK_Pug, POK_PcC, POK_MhX:Victoria:Event_3/7/7:no
Mark Garcia:POK_IqL, POK_WAk, POK_zzZ:Victoria:Event_6/8/2:no
Kelsey Thomas:POK_sCU, POK_Bwp, POK_hFl:Derrota:Event_0/9/4:si
Sara Valencia:POK_Azj, POK_SvM, POK_fpV:Victoria:Event_7/5/1:no
Rachel Lewis:POK_yom, POK_SVf, POK_drQ:Derrota:Event_5/5/2:no
Mary Santana:POK_nsr, POK_DqU, POK_jRY:Derrota:Event_6/0/4:si
Trevor Webb:POK_ngi, POK_hrP, POK_IAs:Derrota:Event_0/5/6:no
Donald Jones:POK_AjR, POK_yQl, POK_HuN:Victoria:Event_5/4/7:si
Dennis Harris:POK_qOe, POK_mvM, POK_VLX:Derrota:Event_8/2/7:si
Chelsea Pitts:POK_YjA, POK_bKr, POK_yow:Derrota:Event_3/4/9:si
Tyler Benson:POK_XwE, POK_DcR, POK_cyh:Derrota:Event_6/8/4:no
Ashley Hartman:POK_tgr, POK_fqs, POK_AgN:Victoria:Event_0/0/4:si
Kenneth Mills:POK_jew, POK_thy, POK_rFV:Victoria:Event_3/4/2:si
William Stewart:POK_Scr, POK_Nth, POK_DLh:Victoria:Event_1/7/0:si
Jonathan King:POK_vte, POK_rkL, POK_lmj:Victoria:Event_7/6/5:si
Cindy Mack:POK_lwb, POK_YRf, POK_kWD:Derrota:Event_6/4/4:no
Angela Chambers:POK_xDZ, POK_NKa, POK_RWh:Derrota:Event_6/1/1:si
Dr. Eric Barrett:POK_BKG, POK_QVG, POK_dSv:Derrota:Event_2/3/6:no
Matthew Allison:POK_qXT, POK_HQj, POK_dlz:Victoria:Event_6/5/5:si
Jessica Hess:POK_ZmE, POK_JtT, POK_NNt:Victoria:Event_4/8/2:no
Jennifer Boyle:POK_DWI, POK_WXB, POK_UbZ:Victoria:Event_5/7/9:si
Heather Munoz:POK_Adz, POK_VLw, POK_kGB:Victoria:Event_2/1/2:no
Sarah Scott:POK_aUU, POK_AqI, POK_yRO:Derrota:Event_2/7/6:si
Jennifer Marquez:POK_qMR, POK_Obk, POK_oKe:Derrota:Event_3/0/7:no
Michael Simpson:POK_iHw, POK_GnU, POK_UpO:Victoria:Event_6/5/5:no
Jason Lynch:POK_eer, POK_PcH, POK_LZS:Victoria:Event_6/0/6:no
Erin Davis:POK_tTp, POK_Vin, POK_cyT:Derrota:Event_1/0/8:no
Daniel Ramsey:POK_AbF, POK_KDL, POK_Wvf:Derrota:Event_7/3/3:no
Kathleen Molina:POK_aoY, POK_SCZ, POK_YYs:Victoria:Event_7/4/0:si
George Mitchell:POK_xoa, POK_EoJ, POK_HjU:Victoria:Event_7/9/0:si
Barbara Short:POK_NZK, POK_MEO, POK_FtB:Victoria:Event_1/8/7:si
Angie Robinson:POK_lqN, POK_frg, POK_kIn:Derrota:Event_1/9/6:no
Kim Allen:POK_hZy, POK_nJK, POK_wYc:Derrota:Event_6/5/8:si
Cody Alvarez:POK_yfm, POK_QbA, POK_WCv:Derrota:Event_0/9/2:si
William Mason:POK_IJX, POK_ccH, POK_FoW:Derrota:Event_4/7/4:si
Samuel Kidd:POK_hKR, POK_ZTn, POK_JcF:Derrota:Event_5/6/7:no
Tracey Shaw:POK_mec, POK_ska, POK_ZlG:Victoria:Event_4/5/8:si
Shane Steele:POK_eJU, POK_DpZ, POK_Rza:Victoria:Event_4/1/8:no
Veronica Bryant:POK_YRl, POK_XAt, POK_rXR:Derrota:Event_7/9/3:no
Brittney Wyatt:POK_OIh, POK_FsC, POK_UUy:Derrota:Event_8/0/6:no
Carlos Reed:POK_hdm, POK_xtX, POK_mKo:Derrota:Event_2/7/4:si
Joshua Smith:POK_xGw, POK_opU, POK_PCx:Victoria:Event_1/8/3:no
Michelle Evans:POK_FcD, POK_ZMA, POK_nOu:Derrota:Event_4/2/9:si
Kyle Steele:POK_Ulc, POK_fhS, POK_LGp:Victoria:Event_3/0/2:si
Carmen Parker:POK_WTc, POK_fGy, POK_xMA:Derrota:Event_1/0/4:no
Margaret Harris:POK_wsr, POK_fHt, POK_qsU:Victoria:Event_9/8/6:si
Scott Mclaughlin:POK_Ptl, POK_Ttv, POK_PrN:Victoria:Event_3/3/3:no
Nicholas Dunn:POK_jZt, POK_wzK, POK_nlG:Victoria:Event_9/8/4:si
Nancy Mccall:POK_Ocj, POK_QYF, POK_yTZ:Victoria:Event_0/5/4:no
Daniel Jennings:POK_SIr, POK_auV, POK_lHl:Victoria:Event_0/5/9:si
Samantha Patterson:POK_DjE, POK_ApW, POK_vtl:Derrota:Event_5/9/7:no
Timothy Roberts:POK_RTy, POK_Vcm, POK_mYg:Derrota:Event_7/6/8:no
Teresa Vasquez:POK_DDF, POK_FEY, POK_wpg:Victoria:Event_8/7/2:no
Anna Gonzalez:POK_JXo, POK_Ylo, POK_CNk:Derrota:Event_5/2/4:no
Julie Martin:POK_AbU, POK_IDL, POK_vhH:Derrota:Event_5/8/5:si
Nicole Dennis:POK_jMx, POK_TyY, POK_TiJ:Victoria:Event_9/7/6:si
Mark Wells:POK_ArI, POK_LtQ, POK_kPT:Victoria:Event_6/0/4:si
Nicholas Jones:POK_Wnf, POK_asL, POK_nvV:Victoria:Event_8/5/5:no
Susan Nelson:POK_CPi, POK_QrA, POK_KyR:Victoria:Event_3/4/9:si
Ashley Bender:POK_oxh, POK_IAo, POK_CVh:Victoria:Event_3/1/3:si
Vicki Haynes:POK_Txg, POK_aeM, POK_gni:Victoria:Event_1/4/6:no
Rebecca Parker:POK_RSZ, POK_MfM, POK_stp:Victoria:Event_1/2/0:si
Amanda Brooks:POK_VNd, POK_YHO, POK_Wlt:Victoria:Event_7/4/6:no
Juan Green:POK_nTu, POK_nnJ, POK_uXg:Derrota:Event_8/3/2:no
Crystal Campbell:POK_TRY, POK_upR, POK_pUB:Derrota:Event_0/6/7:no
Devon Moody:POK_QUo, POK_uIk, POK_DRs:Victoria:Event_4/2/1:si
Sheila King:POK_XqT, POK_oVe, POK_LLZ:Derrota:Event_5/9/8:no
Brandon Rich:POK_QVY, POK_WJP, POK_cpX:Derrota:Event_7/8/5:si
Angela Galloway:POK_qiO, POK_OJT, POK_Ofd:Victoria:Event_1/4/7:no
Steven Jones:POK_bWQ, POK_RKq, POK_wze:Derrota:Event_9/1/6:si
Chelsea Elliott:POK_PJy, POK_MhP, POK_IVS:Derrota:Event_2/3/1:si
Jose Campbell:POK_Sje, POK_sUS, POK_xjT:Victoria:Event_4/9/8:si
Toni Robertson:POK_sxu, POK_oqu, POK_Hdl:Derrota:Event_2/5/3:si
Robin Cox:POK_WcR, POK_DSE, POK_vtn:Victoria:Event_7/8/2:si
Sharon Tran:POK_MVz, POK_Ibn, POK_IkL:Victoria:Event_3/2/6:no
Mark Nichols:POK_pQa, POK_HnA, POK_wOI:Derrota:Event_7/3/9:no
Frank Bailey:POK_XUC, POK_CAU, POK_Ucy:Victoria:Event_1/0/2:no
Nancy Henderson:POK_dAf, POK_Pbw, POK_JSR:Derrota:Event_6/6/5:si
David Cross:POK_FxY, POK_kfE, POK_BJi:Derrota:Event_3/0/3:si
Dawn Williams:POK_wOD, POK_zzO, POK_VKM:Derrota:Event_9/7/6:no
Shannon Watson:POK_Cwn, POK_XkI, POK_Iyi:Victoria:Event_0/1/4:si
Anthony Butler:POK_Pag, POK_rJL, POK_LWt:Victoria:Event_9/1/8:no
Robert Morris:POK_xEU, POK_NgH, POK_WgP:Victoria:Event_2/1/5:no
Melissa Parrish:POK_Nnh, POK_KjH, POK_AFJ:Derrota:Event_2/7/9:si
Karen Baker:POK_nMT, POK_QuF, POK_DRn:Derrota:Event_6/7/4:si
Beth Robinson:POK_Aee, POK_Gce, POK_dpG:Derrota:Event_2/6/9:si
Anthony Boyd:POK_AKc, POK_oOY, POK_CHZ:Derrota:Event_5/9/1:si
Robert Baker:POK_fnQ, POK_CFP, POK_Was:Victoria:Event_7/9/4:si
Rebekah Le:POK_Vay, POK_FPS, POK_MFS:Victoria:Event_4/1/3:si
Michael Black:POK_vQh, POK_jVa, POK_KKB:Victoria:Event_7/3/2:no
Alejandra Robinson:POK_BFz, POK_KOo, POK_dtZ:Derrota:Event_3/9/2:no
Teresa Jenkins:POK_ibB, POK_ddj, POK_Wnp:Derrota:Event_9/2/4:si
Cole Kramer:POK_Luk, POK_wDG, POK_tDh:Derrota:Event_3/2/2:si
David Fernandez:POK_OkD, POK_Qyh, POK_YUU:Victoria:Event_6/2/6:no
Juan Davis DVM:POK_KOM, POK_TiQ, POK_dPD:Derrota:Event_2/1/1:no
Renee Mckee:POK_lLw, POK_EFQ, POK_yKr:Derrota:Event_4/7/2:si
Allison Evans:POK_jsX, POK_ZnD, POK_jJX:Victoria:Event_4/4/2:no
Michael Wilson:POK_ZnF, POK_GxJ, POK_Cdp:Derrota:Event_1/1/5:no
Michelle Cervantes:POK_FWY, POK_uJR, POK_IQz:Victoria:Event_2/5/2:no
David Wilson:POK_atG, POK_Tky, POK_xcN:Derrota:Event_3/0/5:no
James Duncan:POK_xlF, POK_DFD, POK_YiL:Derrota:Event_5/4/7:si
Anthony Juarez:POK_FvM, POK_Yip, POK_gvc:Victoria:Event_1/8/4:si
Jay Davis:POK_PLV, POK_reR, POK_KOH:Derrota:Event_9/1/8:si
Elizabeth May:POK_zTj, POK_wQK, POK_UNE:Derrota:Event_0/7/1:si
Tiffany Wilson:POK_fiB, POK_CBk, POK_zdg:Victoria:Event_3/6/5:no
Heather Thomas:POK_oFy, POK_zIQ, POK_EmI:Victoria:Event_0/4/7:no
Frank Lopez:POK_wys, POK_pnF, POK_xjR:Victoria:Event_9/4/8:si
Christopher Sanchez:POK_hWS, POK_aGU, POK_GsU:Derrota:Event_7/9/5:si
Christopher Salazar:POK_sND, POK_dZv, POK_ncW:Victoria:Event_3/6/0:no
Mrs. Lisa Adkins MD:POK_BRk, POK_tgp, POK_OwW:Victoria:Event_8/4/4:si
Jennifer Rios:POK_fDS, POK_vLg, POK_zWg:Victoria:Event_2/9/8:si
Robert Martinez:POK_Tbn, POK_jYZ, POK_oev:Victoria:Event_5/0/3:si
Margaret Davis:POK_jKn, POK_qmT, POK_yDe:Derrota:Event_3/1/8:si
Anne Walters:POK_eEF, POK_wTA, POK_mVB:Derrota:Event_5/7/9:no
Elizabeth Stewart:POK_itN, POK_pcV, POK_zdj:Derrota:Event_1/6/1:si
Henry Elliott:POK_quf, POK_dgf, POK_eZT:Derrota:Event_2/2/7:no
Elizabeth Rose:POK_aAZ, POK_SGH, POK_DKt:Derrota:Event_8/1/4:si
Jason Castillo:POK_tCj, POK_yjp, POK_LlP:Derrota:Event_2/0/6:si
Charles Velez:POK_Iot, POK_njl, POK_mYK:Victoria:Event_9/8/9:no
Ashley George:POK_zQy, POK_ZLX, POK_jVT:Victoria:Event_6/6/0:si
Dakota Patterson:POK_mRf, POK_PoK, POK_NRm:Derrota:Event_0/4/2:si
Vanessa Melendez:POK_yVv, POK_SZa, POK_Keu:Victoria:Event_8/6/4:si
Julie Gutierrez:POK_PGH, POK_lma, POK_Jau:Victoria:Event_3/5/3:si
Jeremy Thornton MD:POK_jOI, POK_FsI, POK_WZg:Derrota:Event_8/0/3:si
Suzanne Watts:POK_vbO, POK_raz, POK_WsE:Victoria:Event_5/9/3:si
Sheryl Smith:POK_ppo, POK_jUt, POK_Zqv:Victoria:Event_6/0/1:no
Raymond Lowery:POK_wcJ, POK_ZEt, POK_KrM:Victoria:Event_1/9/0:si
James Rojas:POK_yOV, POK_fpf, POK_lar:Victoria:Event_4/9/5:no
Natasha Bryant:POK_QPC, POK_IhW, POK_Wsz:Derrota:Event_2/6/7:si
Ashley Moon:POK_jGV, POK_fzM, POK_alr:Victoria:Event_2/8/3:si
Rebecca Davis:POK_myN, POK_laS, POK_bBP:Victoria:Event_3/0/8:no
Robert Reyes:POK_txw, POK_ujG, POK_BxT:Victoria:Event_2/8/7:si
